qGS	SIZE	SOURCE	ES	NES	NOM p-val	FDR q-val	FWER p-val	Tag %	Gene %	Signal	FDR (median)	glob.p.val
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	33	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS	0.37299	1.2472	0.1941	1	1	0.303	0.19	0.246	1	0.659
WENG_POR_TARGETS_GLOBAL_DN	22	http://www.broadinstitute.org/gsea/msigdb/cards/WENG_POR_TARGETS_GLOBAL_DN	0.39472	1.2444	0.1812	1	1	0.227	0.12	0.2	1	0.663
PID_RET_PATHWAY	39	http://www.broadinstitute.org/gsea/msigdb/cards/PID_RET_PATHWAY	0.39104	1.2436	0.1931	1	1	0.282	0.152	0.24	1	0.663
KEGG_ETHER_LIPID_METABOLISM	31	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ETHER_LIPID_METABOLISM	0.38706	1.2433	0.1868	1	1	0.161	0.0527	0.153	1	0.656
MILI_PSEUDOPODIA_CHEMOTAXIS_UP	68	http://www.broadinstitute.org/gsea/msigdb/cards/MILI_PSEUDOPODIA_CHEMOTAXIS_UP	0.42452	1.2414	0.1959	1	1	0.324	0.164	0.271	1	0.658
MOOTHA_FFA_OXYDATION	22	http://www.broadinstitute.org/gsea/msigdb/cards/MOOTHA_FFA_OXYDATION	0.40709	1.2397	0.237	1	1	0.318	0.187	0.259	1	0.66
REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	23	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RORA_ACTIVATES_CIRCADIAN_EXPRESSION	0.42284	1.2386	0.2	1	1	0.217	0.179	0.179	1	0.656
REACTOME_TRANSLATION	148	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSLATION	0.36052	1.2343	0.2175	1	1	0.351	0.193	0.285	1	0.669
MATZUK_CENTRAL_FOR_FEMALE_FERTILITY	29	http://www.broadinstitute.org/gsea/msigdb/cards/MATZUK_CENTRAL_FOR_FEMALE_FERTILITY	0.37832	1.2326	0.1925	1	1	0.103	0.0287	0.101	1	0.671
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	168	http://www.broadinstitute.org/gsea/msigdb/cards/MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	0.2918	1.2324	0.167	1	1	0.196	0.112	0.176	1	0.663
SCHURINGA_STAT5A_TARGETS_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/SCHURINGA_STAT5A_TARGETS_UP	0.38394	1.2295	0.1887	1	1	0.15	0.047	0.143	1	0.667
MIKKELSEN_NPC_ICP_WITH_H3K4ME3	416	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_NPC_ICP_WITH_H3K4ME3	0.31324	1.2286	0.1156	1	1	0.26	0.159	0.222	1	0.664
WALLACE_PROSTATE_CANCER_RACE_DN	77	http://www.broadinstitute.org/gsea/msigdb/cards/WALLACE_PROSTATE_CANCER_RACE_DN	0.39889	1.226	0.2088	1	1	0.273	0.111	0.243	1	0.668
ST_WNT_BETA_CATENIN_PATHWAY	33	http://www.broadinstitute.org/gsea/msigdb/cards/ST_WNT_BETA_CATENIN_PATHWAY	0.35708	1.225	0.2299	1	1	0.182	0.0972	0.164	1	0.667
REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	22	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CIRCADIAN_REPRESSION_OF_EXPRESSION_BY_REV_ERBA	0.43048	1.2243	0.2054	1	1	0.227	0.179	0.187	1	0.668
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	111	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	0.35509	1.2238	0.2224	1	1	0.351	0.199	0.283	1	0.663
LEIN_NEURON_MARKERS	68	http://www.broadinstitute.org/gsea/msigdb/cards/LEIN_NEURON_MARKERS	0.30988	1.2211	0.1996	1	1	0.25	0.18	0.206	1	0.672
HASLINGER_B_CLL_WITH_13Q14_DELETION	23	http://www.broadinstitute.org/gsea/msigdb/cards/HASLINGER_B_CLL_WITH_13Q14_DELETION	0.39465	1.2209	0.2276	1	1	0.174	0.0647	0.163	1	0.665
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PS	0.47631	1.2208	0.2266	1	1	0.2	0.0441	0.191	1	0.651
REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	108	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NONSENSE_MEDIATED_DECAY_ENHANCED_BY_THE_EXON_JUNCTION_COMPLEX	0.35652	1.2208	0.2177	1	1	0.389	0.219	0.305	1	0.658
HOSHIDA_LIVER_CANCER_SURVIVAL_DN	110	http://www.broadinstitute.org/gsea/msigdb/cards/HOSHIDA_LIVER_CANCER_SURVIVAL_DN	0.28515	1.2195	0.1297	1	1	0.145	0.0962	0.132	1	0.651
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	63	http://www.broadinstitute.org/gsea/msigdb/cards/MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	0.36819	1.2184	0.2222	1	1	0.365	0.216	0.287	1	0.647
BRUINS_UVC_RESPONSE_MIDDLE	85	http://www.broadinstitute.org/gsea/msigdb/cards/BRUINS_UVC_RESPONSE_MIDDLE	0.29982	1.2181	0.1992	1	1	0.282	0.173	0.234	1	0.645
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	17	http://www.broadinstitute.org/gsea/msigdb/cards/SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	0.50005	1.2157	0.2495	1	1	0.529	0.154	0.448	1	0.648
XU_GH1_EXOGENOUS_TARGETS_UP	78	http://www.broadinstitute.org/gsea/msigdb/cards/XU_GH1_EXOGENOUS_TARGETS_UP	0.31062	1.215	0.1583	1	1	0.269	0.183	0.221	1	0.645
BIOCARTA_RARRXR_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_RARRXR_PATHWAY	0.41207	1.2144	0.2317	1	1	0.667	0.309	0.461	1	0.644
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	81	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.28191	1.2109	0.1722	1	1	0.198	0.148	0.169	1	0.648
REACTOME_INFLUENZA_LIFE_CYCLE	135	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INFLUENZA_LIFE_CYCLE	0.34569	1.2102	0.225	1	1	0.348	0.205	0.278	1	0.649
VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/VETTER_TARGETS_OF_PRKCA_AND_ETS1_UP	0.52474	1.2046	0.2229	1	1	0.4	0.0672	0.373	1	0.659
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	20	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	0.38853	1.2043	0.2322	1	1	0.25	0.137	0.216	1	0.658
ZHAN_MULTIPLE_MYELOMA_CD1_UP	42	http://www.broadinstitute.org/gsea/msigdb/cards/ZHAN_MULTIPLE_MYELOMA_CD1_UP	0.34153	1.2037	0.2558	1	1	0.214	0.154	0.182	1	0.657
KEGG_ARGININE_AND_PROLINE_METABOLISM	50	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ARGININE_AND_PROLINE_METABOLISM	0.27189	1.2032	0.2021	1	1	0.12	0.0881	0.11	1	0.656
KEGG_ONE_CARBON_POOL_BY_FOLATE	17	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ONE_CARBON_POOL_BY_FOLATE	0.41852	1.203	0.2555	1	1	0.353	0.179	0.29	1	0.652
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	27	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	0.43609	1.2011	0.1925	1	1	0.407	0.19	0.331	1	0.654
FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN	72	http://www.broadinstitute.org/gsea/msigdb/cards/FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN	0.2939	1.1995	0.1519	1	1	0.139	0.0979	0.126	1	0.653
AMIT_SERUM_RESPONSE_20_MCF10A	21	http://www.broadinstitute.org/gsea/msigdb/cards/AMIT_SERUM_RESPONSE_20_MCF10A	0.4035	1.1989	0.2124	1	1	0.19	0.0655	0.178	1	0.651
CHANGOLKAR_H2AFY_TARGETS_DN	37	http://www.broadinstitute.org/gsea/msigdb/cards/CHANGOLKAR_H2AFY_TARGETS_DN	0.40983	1.1968	0.203	1	1	0.27	0.108	0.242	1	0.654
KEGG_TIGHT_JUNCTION	128	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_TIGHT_JUNCTION	0.25771	1.1958	0.1992	1	1	0.156	0.117	0.139	1	0.653
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	51	http://www.broadinstitute.org/gsea/msigdb/cards/CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	0.3439	1.1944	0.2505	1	1	0.294	0.154	0.249	1	0.654
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	25	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.37167	1.1936	0.2689	1	1	0.12	0.0347	0.116	1	0.654
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	73	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	0.29793	1.1933	0.1867	1	1	0.205	0.146	0.176	1	0.648
REACTOME_GLUTATHIONE_CONJUGATION	23	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_GLUTATHIONE_CONJUGATION	0.43868	1.1925	0.2346	1	1	0.217	0.0561	0.205	1	0.647
FARMER_BREAST_CANCER_CLUSTER_7	19	http://www.broadinstitute.org/gsea/msigdb/cards/FARMER_BREAST_CANCER_CLUSTER_7	0.39893	1.1918	0.2454	1	1	0.158	0.069	0.147	1	0.647
KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN	34	http://www.broadinstitute.org/gsea/msigdb/cards/KIM_ALL_DISORDERS_OLIGODENDROCYTE_NUMBER_CORR_DN	0.3311	1.1916	0.1637	1	1	0.324	0.166	0.27	1	0.643
XU_GH1_EXOGENOUS_TARGETS_DN	115	http://www.broadinstitute.org/gsea/msigdb/cards/XU_GH1_EXOGENOUS_TARGETS_DN	0.30037	1.1877	0.1996	1	1	0.174	0.124	0.153	1	0.651
HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	23	http://www.broadinstitute.org/gsea/msigdb/cards/HASLINGER_B_CLL_WITH_CHROMOSOME_12_TRISOMY	0.43038	1.1867	0.2211	1	1	0.478	0.178	0.394	1	0.65
REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	34	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.36677	1.1862	0.2239	1	1	0.176	0.102	0.159	1	0.646
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	0.38137	1.1847	0.264	1	1	0.125	0.0642	0.117	1	0.647
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE	0.42628	1.1814	0.266	1	1	0.133	0.0657	0.125	1	0.658
NICK_RESPONSE_TO_PROC_TREATMENT_DN	25	http://www.broadinstitute.org/gsea/msigdb/cards/NICK_RESPONSE_TO_PROC_TREATMENT_DN	0.40526	1.1786	0.2411	1	1	0.32	0.114	0.284	1	0.666
FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	70	http://www.broadinstitute.org/gsea/msigdb/cards/FONTAINE_FOLLICULAR_THYROID_ADENOMA_UP	0.28671	1.1775	0.2198	1	1	0.114	0.0917	0.104	1	0.667
PID_AR_PATHWAY	59	http://www.broadinstitute.org/gsea/msigdb/cards/PID_AR_PATHWAY	0.305	1.1768	0.2592	1	1	0.254	0.196	0.205	1	0.666
PHESSE_TARGETS_OF_APC_AND_MBD2_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/PHESSE_TARGETS_OF_APC_AND_MBD2_UP	0.4156	1.1767	0.21	1	1	0.2	0.0665	0.187	1	0.663
PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	50	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ANGIOPOIETIN_RECEPTOR_PATHWAY	0.33704	1.1765	0.2268	1	1	0.14	0.0659	0.131	1	0.658
MIKKELSEN_NPC_LCP_WITH_H3K4ME3	55	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_NPC_LCP_WITH_H3K4ME3	0.28915	1.1763	0.229	1	1	0.109	0.0866	0.0999	1	0.653
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	38	http://www.broadinstitute.org/gsea/msigdb/cards/MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	0.30734	1.1762	0.2244	1	1	0.105	0.0291	0.102	1	0.647
BIOCARTA_NOS1_PATHWAY	22	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_NOS1_PATHWAY	0.39037	1.1759	0.259	1	1	0.409	0.178	0.336	1	0.644
KAYO_CALORIE_RESTRICTION_MUSCLE_DN	80	http://www.broadinstitute.org/gsea/msigdb/cards/KAYO_CALORIE_RESTRICTION_MUSCLE_DN	0.27885	1.1753	0.2539	1	1	0.225	0.173	0.187	1	0.642
REACTOME_INFLAMMASOMES	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_INFLAMMASOMES	0.37989	1.1744	0.2607	1	1	0.267	0.12	0.235	1	0.64
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	15	http://www.broadinstitute.org/gsea/msigdb/cards/GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_UP	0.47837	1.1735	0.2891	1	1	0.267	0.048	0.254	1	0.638
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	47	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	0.32428	1.1724	0.2682	1	1	0.106	0.051	0.101	1	0.632
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	318	http://www.broadinstitute.org/gsea/msigdb/cards/DAVICIONI_MOLECULAR_ARMS_VS_ERMS_UP	0.27161	1.1724	0.1557	1	1	0.192	0.143	0.166	1	0.639
VECCHI_GASTRIC_CANCER_EARLY_DN	336	http://www.broadinstitute.org/gsea/msigdb/cards/VECCHI_GASTRIC_CANCER_EARLY_DN	0.31165	1.1701	0.2281	1	1	0.211	0.123	0.188	1	0.637
REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	15	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_ACYL_CHAIN_REMODELLING_OF_PI	0.44698	1.169	0.2874	1	1	0.2	0.0441	0.191	1	0.638
BASAKI_YBX1_TARGETS_DN	355	http://www.broadinstitute.org/gsea/msigdb/cards/BASAKI_YBX1_TARGETS_DN	0.3418	1.1684	0.2375	1	1	0.293	0.154	0.251	1	0.636
ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	352	http://www.broadinstitute.org/gsea/msigdb/cards/ZHOU_INFLAMMATORY_RESPONSE_LIVE_DN	0.22637	1.1633	0.1781	1	1	0.227	0.195	0.186	1	0.657
SIG_CHEMOTAXIS	45	http://www.broadinstitute.org/gsea/msigdb/cards/SIG_CHEMOTAXIS	0.32292	1.1629	0.2432	1	1	0.267	0.172	0.221	1	0.654
VANDESLUIS_NORMAL_EMBRYOS_DN	23	http://www.broadinstitute.org/gsea/msigdb/cards/VANDESLUIS_NORMAL_EMBRYOS_DN	0.36124	1.1625	0.2303	1	1	0.261	0.171	0.216	1	0.648
REACTOME_DAG_AND_IP3_SIGNALING	31	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DAG_AND_IP3_SIGNALING	0.30136	1.1622	0.2603	1	1	0.29	0.168	0.242	1	0.647
MARTINEZ_RESPONSE_TO_TRABECTEDIN	49	http://www.broadinstitute.org/gsea/msigdb/cards/MARTINEZ_RESPONSE_TO_TRABECTEDIN	0.4553	1.1598	0.327	1	1	0.388	0.172	0.322	1	0.652
ROVERSI_GLIOMA_COPY_NUMBER_DN	52	http://www.broadinstitute.org/gsea/msigdb/cards/ROVERSI_GLIOMA_COPY_NUMBER_DN	0.34269	1.1597	0.2393	1	1	0.385	0.175	0.318	1	0.647
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	488	http://www.broadinstitute.org/gsea/msigdb/cards/RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	0.31021	1.157	0.2589	1	1	0.266	0.16	0.228	1	0.653
REACTOME_PKB_MEDIATED_EVENTS	28	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_PKB_MEDIATED_EVENTS	0.34862	1.1566	0.3058	1	1	0.25	0.173	0.207	1	0.652
BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	18	http://www.broadinstitute.org/gsea/msigdb/cards/BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP	0.38558	1.1547	0.2447	1	1	0.222	0.101	0.2	1	0.655
MILI_PSEUDOPODIA	40	http://www.broadinstitute.org/gsea/msigdb/cards/MILI_PSEUDOPODIA	0.40794	1.1545	0.2759	1	1	0.3	0.155	0.254	1	0.649
PID_INSULIN_GLUCOSE_PATHWAY	26	http://www.broadinstitute.org/gsea/msigdb/cards/PID_INSULIN_GLUCOSE_PATHWAY	0.31494	1.1544	0.25	1	1	0.308	0.182	0.252	1	0.644
PID_ERB_GENOMIC_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ERB_GENOMIC_PATHWAY	0.39464	1.1526	0.2527	1	1	0.333	0.188	0.271	1	0.651
REACTOME_L1CAM_INTERACTIONS	83	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_L1CAM_INTERACTIONS	0.29061	1.1515	0.2729	1	1	0.108	0.0659	0.102	1	0.65
REACTOME_DEVELOPMENTAL_BIOLOGY	383	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DEVELOPMENTAL_BIOLOGY	0.23941	1.1503	0.2314	1	1	0.167	0.153	0.144	1	0.65
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	17	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0.3951	1.15	0.2794	1	1	0.176	0.0441	0.169	1	0.648
JISON_SICKLE_CELL_DISEASE_DN	169	http://www.broadinstitute.org/gsea/msigdb/cards/JISON_SICKLE_CELL_DISEASE_DN	0.30141	1.1478	0.2878	1	1	0.29	0.185	0.238	1	0.655
BROWNE_HCMV_INFECTION_6HR_DN	151	http://www.broadinstitute.org/gsea/msigdb/cards/BROWNE_HCMV_INFECTION_6HR_DN	0.35507	1.1464	0.2683	1	1	0.311	0.161	0.263	1	0.654
RODWELL_AGING_KIDNEY_NO_BLOOD_DN	140	http://www.broadinstitute.org/gsea/msigdb/cards/RODWELL_AGING_KIDNEY_NO_BLOOD_DN	0.34341	1.1415	0.2752	1	1	0.329	0.188	0.268	1	0.667
SHEN_SMARCA2_TARGETS_UP	412	http://www.broadinstitute.org/gsea/msigdb/cards/SHEN_SMARCA2_TARGETS_UP	0.44942	1.1392	0.3552	1	1	0.464	0.24	0.358	1	0.67
HUANG_DASATINIB_RESISTANCE_DN	66	http://www.broadinstitute.org/gsea/msigdb/cards/HUANG_DASATINIB_RESISTANCE_DN	0.32826	1.138	0.2848	1	1	0.167	0.0944	0.151	1	0.673
POOLA_INVASIVE_BREAST_CANCER_DN	133	http://www.broadinstitute.org/gsea/msigdb/cards/POOLA_INVASIVE_BREAST_CANCER_DN	0.26224	1.1378	0.2453	1	1	0.165	0.109	0.148	1	0.669
PID_ANTHRAX_PATHWAY	15	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ANTHRAX_PATHWAY	0.418	1.1362	0.3112	1	1	0.2	0.0758	0.185	1	0.675
CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS	49	http://www.broadinstitute.org/gsea/msigdb/cards/CHEN_NEUROBLASTOMA_COPY_NUMBER_GAINS	0.27915	1.1356	0.283	1	1	0.265	0.149	0.226	1	0.67
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	182	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES	0.22527	1.1355	0.2274	1	1	0.143	0.112	0.128	1	0.665
BAKKER_FOXO3_TARGETS_UP	58	http://www.broadinstitute.org/gsea/msigdb/cards/BAKKER_FOXO3_TARGETS_UP	0.35545	1.1353	0.2917	1	1	0.31	0.153	0.264	1	0.664
FINETTI_BREAST_CANCERS_KINOME_BLUE	21	http://www.broadinstitute.org/gsea/msigdb/cards/FINETTI_BREAST_CANCERS_KINOME_BLUE	0.45228	1.135	0.3207	1	1	0.476	0.171	0.395	1	0.661
KAMIKUBO_MYELOID_MN1_NETWORK	19	http://www.broadinstitute.org/gsea/msigdb/cards/KAMIKUBO_MYELOID_MN1_NETWORK	0.42648	1.1336	0.3291	1	1	0.263	0.191	0.213	1	0.663
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	83	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.27668	1.1331	0.2588	1	1	0.108	0.0415	0.104	1	0.66
REACTOME_NETRIN1_SIGNALING	38	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_NETRIN1_SIGNALING	0.28553	1.1329	0.2827	1	1	0.211	0.151	0.179	1	0.658
GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	18	http://www.broadinstitute.org/gsea/msigdb/cards/GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN	0.41215	1.1312	0.2986	1	1	0.111	0.0222	0.109	1	0.657
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	23	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	0.35413	1.1308	0.2968	1	1	0.261	0.162	0.219	1	0.656
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	19	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	0.43256	1.1297	0.3145	1	1	0.474	0.235	0.363	1	0.657
TIEN_INTESTINE_PROBIOTICS_6HR_UP	53	http://www.broadinstitute.org/gsea/msigdb/cards/TIEN_INTESTINE_PROBIOTICS_6HR_UP	0.32716	1.1277	0.2831	1	1	0.358	0.193	0.29	1	0.658
BIOCARTA_MTOR_PATHWAY	22	http://www.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MTOR_PATHWAY	0.38951	1.1268	0.332	1	1	0.5	0.268	0.366	1	0.656
FIGUEROA_AML_METHYLATION_CLUSTER_6_DN	34	http://www.broadinstitute.org/gsea/msigdb/cards/FIGUEROA_AML_METHYLATION_CLUSTER_6_DN	0.37171	1.1266	0.2773	1	1	0.147	0.0453	0.141	1	0.656
MAHADEVAN_IMATINIB_RESISTANCE_UP	20	http://www.broadinstitute.org/gsea/msigdb/cards/MAHADEVAN_IMATINIB_RESISTANCE_UP	0.4356	1.126	0.3006	1	1	0.3	0.0853	0.275	1	0.655
EHLERS_ANEUPLOIDY_UP	41	http://www.broadinstitute.org/gsea/msigdb/cards/EHLERS_ANEUPLOIDY_UP	0.38146	1.1212	0.3167	1	1	0.293	0.123	0.257	1	0.668
MAEKAWA_ATF2_TARGETS	24	http://www.broadinstitute.org/gsea/msigdb/cards/MAEKAWA_ATF2_TARGETS	0.32356	1.1178	0.3106	1	1	0.167	0.11	0.148	1	0.677
JIANG_AGING_CEREBRAL_CORTEX_DN	54	http://www.broadinstitute.org/gsea/msigdb/cards/JIANG_AGING_CEREBRAL_CORTEX_DN	0.32113	1.1176	0.3781	1	1	0.241	0.149	0.205	1	0.676
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	22	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	0.35258	1.1162	0.3346	1	1	0.318	0.216	0.25	1	0.675
KEGG_DILATED_CARDIOMYOPATHY	90	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_DILATED_CARDIOMYOPATHY	0.27316	1.1133	0.2627	1	1	0.1	0.0415	0.0962	1	0.683
REACTOME_SULFUR_AMINO_ACID_METABOLISM	24	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_SULFUR_AMINO_ACID_METABOLISM	0.3724	1.1132	0.3466	1	1	0.417	0.238	0.318	1	0.68
SUZUKI_RESPONSE_TO_TSA	18	http://www.broadinstitute.org/gsea/msigdb/cards/SUZUKI_RESPONSE_TO_TSA	0.37253	1.113	0.2898	1	1	0.167	0.0867	0.152	1	0.677
KEGG_LONG_TERM_POTENTIATION	69	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_LONG_TERM_POTENTIATION	0.26218	1.112	0.266	1	1	0.232	0.19	0.188	1	0.677
PID_ERA_GENOMIC_PATHWAY	61	http://www.broadinstitute.org/gsea/msigdb/cards/PID_ERA_GENOMIC_PATHWAY	0.26141	1.1118	0.2885	1	1	0.311	0.22	0.243	1	0.673
KEGG_MTOR_SIGNALING_PATHWAY	52	http://www.broadinstitute.org/gsea/msigdb/cards/KEGG_MTOR_SIGNALING_PATHWAY	0.29354	1.1114	0.3117	1	1	0.154	0.138	0.133	1	0.67
BURTON_ADIPOGENESIS_11	52	http://www.broadinstitute.org/gsea/msigdb/cards/BURTON_ADIPOGENESIS_11	0.44853	1.1077	0.3498	1	1	0.404	0.175	0.334	1	0.68
REACTOME_CA_DEPENDENT_EVENTS	29	http://www.broadinstitute.org/gsea/msigdb/cards/REACTOME_CA_DEPENDENT_EVENTS	0.31311	1.1076	0.3043	1	1	0.31	0.168	0.259	1	0.68
